playlist_index,original_title,original_artists,search_query_index,search_query_text,candidate_count,elapsed_ms,is_winner,winner_candidate_index,is_stop
33,(F) Faithful (Musumeci Sanctus remix),"Sante, Re.You & Oluhle",5,Faithful (Musumeci Sanctus remix) Musumeci Sanctus remix,6,6187,N,,Y
34,Mujer (Anja Schneider Remix),Xinobi / Meta_,1,Mujer (Anja Schneider Remix) Anja Schneider remix,6,6631,Y,2,N
34,Mujer (Anja Schneider Remix),Xinobi / Meta_,2,Anja Schneider remix Mujer (Anja Schneider Remix),6,7122,N,,N
34,Mujer (Anja Schneider Remix),Xinobi / Meta_,3,Mujer Anja Schneider remix,6,6520,N,,N
34,Mujer (Anja Schneider Remix),Xinobi / Meta_,4,Anja Schneider remix Mujer,16,17618,N,,N
34,Mujer (Anja Schneider Remix),Xinobi / Meta_,5,Mujer (Anja Schneider Remix) (Anja Schneider Remix) Anja Schneider remix,6,6760,N,,Y
35,Cover Me (Dixon),Depeche Mode,1,Cover Me (Dixon) Depeche Mode,6,6463,Y,1,N
35,Cover Me (Dixon),Depeche Mode,2,Depeche Mode Cover Me (Dixon),15,21114,N,,N
35,Cover Me (Dixon),Depeche Mode,3,Cover Me Depeche Mode,29,20888,N,,N
35,Cover Me (Dixon),Depeche Mode,4,Depeche Mode Cover Me,16,17161,N,,Y
36,[2] Izolo (Lost Desert & Lee Burridge Remix),Bantwanas,1,[2] Izolo (Lost Desert & Lee Burridge Remix) Lost Desert remix,60,19060,Y,1,N
36,[2] Izolo (Lost Desert & Lee Burridge Remix),Bantwanas,2,Lost Desert remix [2] Izolo (Lost Desert & Lee Burridge Remix),60,19860,N,,N
36,[2] Izolo (Lost Desert & Lee Burridge Remix),Bantwanas,3,[2] Izolo (Lost Desert & Lee Burridge Remix) Lee Burridge remix,56,20336,N,,N
36,[2] Izolo (Lost Desert & Lee Burridge Remix),Bantwanas,4,Lee Burridge remix [2] Izolo (Lost Desert & Lee Burridge Remix),60,16699,N,,N
36,[2] Izolo (Lost Desert & Lee Burridge Remix),Bantwanas,5,[2] Izolo (Lost Desert & Lee Burridge Remix) & Lee Burridge remix,60,15805,N,,Y
37,[2] Emowe (Sasson (FR) Remix),Notre Dame & Sasson,1,[2] Emowe (Sasson (FR) Remix) Notre Dame,40,16952,Y,2,N
37,[2] Emowe (Sasson (FR) Remix),Notre Dame & Sasson,2,Notre Dame [2] Emowe (Sasson (FR) Remix),102,24051,N,,N
37,[2] Emowe (Sasson (FR) Remix),Notre Dame & Sasson,3,[2] Emowe (Sasson (FR) Remix) Sasson,122,19401,N,,N
37,[2] Emowe (Sasson (FR) Remix),Notre Dame & Sasson,4,Sasson [2] Emowe (Sasson (FR) Remix),113,18271,N,,N
37,[2] Emowe (Sasson (FR) Remix),Notre Dame & Sasson,5,[2] Emowe (Sasson (FR) Remix) Notre Dame Sasson,50,17326,N,,Y
38,[2] Bumblebee,Fka Mash & Sió,1,[2] Bumblebee Fka Mash,15,23609,Y,2,N
38,[2] Bumblebee,Fka Mash & Sió,2,Fka Mash [2] Bumblebee,179,25455,N,,Y
39,[2-3] The Rhythm (Alex Twin Remix) ,"Tony P., Walter Scalzone",1,[2-3] The Rhythm (Alex Twin Remix) Alex Twin remix,24,19885,Y,1,N
